,alpha,mu_a,sigma_a
449,31.4043222895464,4.190715566310671,0.7225147242011988
450,26.638340484068113,7.314855502278439,2.442728726548673
451,20.558100979429007,6.041120608050943,1.1601864128373176
452,24.412822074302024,5.5039647110575345,1.0977057223219457
453,16.344186789777336,11.289403229797454,2.4989266624819466
454,31.747990889995386,6.994615273884315,2.0529280955305613
455,20.10422780130033,9.635526351066874,2.3248531206245007
456,23.52752176936934,7.761845655960221,1.960905368643291
457,22.595323775432178,7.423259203428141,1.8376535549887067
458,25.165026260619744,9.344715639987,2.804668965744765
459,15.414293019893831,8.805786568791586,2.4227230703501044
460,27.058568010108196,9.867861740466262,2.887691560890683
461,20.885519931409362,10.277497057984352,2.575021434273001
462,26.639262002991664,8.114599410493865,2.3028444292423056
463,26.89098023284897,6.084208912362856,1.6984784025242543
464,23.045436772193565,7.627247812441267,1.797289152232765
465,26.780792513900845,8.346402240948525,2.2694726180110543
466,33.150120178785045,8.427817414063286,2.607649598612859
467,21.82987604354577,9.55468952250578,2.3930993848069577
468,18.364387305568403,6.8242145239401175,1.360138879863377
469,29.38728440998304,11.578637667957567,3.852549585608735
470,27.65863196058539,8.44426182512495,2.534701656378622
471,36.67677910872264,11.796511063523674,4.363505467434928
472,22.07273250307494,15.689984382070826,4.290664067295139
473,35.854042285374526,4.28224513838855,0.9407715196380297
474,27.864916459990066,6.393490009537974,1.9913914945331799
475,29.394251834217243,5.522272592091064,1.3052771435472916
476,15.740949191368163,6.952201010811634,1.4919087562423063
477,23.421313281746585,9.952954461448503,3.5732103713704486
478,31.607722039127594,12.254721809846641,4.026675563003414
479,33.896374790356184,3.9907501183950678,0.6618169417257035
480,36.05536484121395,8.16086986473387,2.797818383594373
481,15.065163941686498,10.02370733561015,2.8553337826570906
482,23.744473405259054,13.60410886611138,5.269045408684927
483,30.7829224891,11.547103729411246,3.6332832131964716
484,24.507458790216806,4.433074994871465,0.875323703774763
485,26.512756686471395,6.521630145323874,1.5283080986497217
486,24.62016933583162,7.064065755404045,2.245854814032133
487,31.380682367008426,5.643839632923779,1.5110741196935726
488,33.91088922984688,14.130349563369736,5.12730701034985
489,28.459347494888025,8.055771565261647,2.5971278633305324
490,29.08249554227003,6.244734524824516,1.529755395942619
491,20.720344155788926,4.433732169313329,0.6450197487984619
492,21.4777479128007,6.0607470693523515,1.177995808935718
493,25.048083372358903,4.908869074933778,1.186077178052339
494,16.871490250636345,7.435505110509402,1.4686949532061528
495,21.91987941703195,5.653251943280039,1.1157494169447162
496,29.261470165920503,9.976490622030802,3.146062656247879
497,26.762135469772947,8.007548249892027,2.6385595443347376
498,29.771987545305162,6.27484847420638,1.764913519622352
499,24.692194644601848,9.63469284655561,2.5959849811421636
